"","date","Time.trap.pulled","Site","Sampler.s..names","Did.the.trap.fish.properly..Y.N.","Timer.start","Timer.end","X..Nights.Fished","Hours.Fished","Weather..S.PC.O.R.","Photo.taken..Y.N.","Notes","...13","Samples.processing","Subsample.","Metacarcinus.magistermegalopae","Metacarcinus.magisterinstar","...18","Cancer.productus","Metacarcinus.gracilis","Glebocarcinus.oregonensis","Lophopanopeus.bellus","Oregonia.gracilis","Hemigrapsus.sp.","Pugettia.sp.","Pinnixa.sp.","Fabia.sp.","...28","Surf.Smelt","Sand.Lance","Salmon","Gunnel","Sculpin","Flatfish","Pipefish","Amphipod","Isopod..Kelp","Isopod..Pill.Bug","Octopus","Polychaete","Shrimp","...42","Temperature..degrees.C.","Salinity..ppt.","Organization","totalCMagister","TotalDungenessCPUE","DungMegalopeCPUE","DungInstarCPUE"
"189",2019-06-21,"18:15:00","LOF","Jason Haveman","N","21:00:00","05:00:00",NA,NA,"S","N","Light did not turn on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",NA,NA,NA,NA
"190",2019-06-22,"13:30:00","LOF","Jason Haveman","Y","21:00:00","05:00:00","1",8,"OC","N",NA,NA,"Fresh","N",1146,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",1148,143.5,143.25,0.25
"191",2019-06-24,"15:00:00","LOF","Jason Haveman, Shannon Miller","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Frozen","N",447,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",467,29.1875,27.9375,1.25
"192",2019-06-26,"15:30:00","LOF","Shannon Miller","Y","21:00:00","05:00:00","2",16,"OC","N",NA,NA,"Frozen","N",973,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",1012,63.25,60.8125,2.4375
"193",2019-06-28,"15:30:00","LOF","Shannon Miller","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Frozen","N",512,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",528,33,32,1
"194",2019-06-30,"08:45:00","LOF","Shannon Miller","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Frozen","N",2700,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",2723,170.1875,168.75,1.4375
"195",2019-07-01,"09:30:00","LOF","Shannon Miller","Y","21:00:00","05:00:00","1",8,"S","N",NA,NA,"Frozen","N",3194,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",3195,399.375,399.25,0.125
"196",2019-07-03,"09:00:00","LOF","Tamara Gage, George Sparks","Y","21:00:00","05:30:00","2",17,"OC","N",NA,NA,"Frozen","N",2783,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",2789,164.058823529412,163.705882352941,0.352941176470588
"197",2019-07-05,"10:30:00","LOF","Tamara Gage","Y","21:00:00","05:30:00","2",17,"OC","N",NA,NA,"Frozen","N",1303,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",1318,77.5294117647059,76.6470588235294,0.882352941176471
"198",2019-07-06,"10:30:00","LOF","Tamara Gage","Y","21:00:00","05:30:00","1",8.5,"OC","Y",NA,NA,"Fresh","N",311,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",312,36.7058823529412,36.5882352941176,0.117647058823529
"199",2019-07-08,"14:50:00","LOF","Tamara Gage","Y","21:00:00","05:30:00","2",17,"PC","Y",NA,NA,"Fresh","N",397,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",402,23.6470588235294,23.3529411764706,0.294117647058824
"200",2019-07-10,"14:45:00","LOF","Tamara Gage","Y","21:00:00","05:30:00","2",17,"R","N",NA,NA,"Fresh","N",152,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",155,9.11764705882353,8.94117647058824,0.176470588235294
"201",2019-07-12,"16:00:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","2",17,"PC","N",NA,NA,"Fresh","N",17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",19,1.11764705882353,1,0.117647058823529
"202",2019-07-14,"16:20:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","2",17,"S","N",NA,NA,"Fresh","N",97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",97,5.70588235294118,5.70588235294118,0
"203",2019-07-15,"15:45:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","1",8.5,"OC","N",NA,NA,"Fresh","N",61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",61,7.17647058823529,7.17647058823529,0
"204",2019-07-17,"16:15:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","2",17,"OC","N",NA,NA,"Fresh","N",85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",86,5.05882352941176,5,0.0588235294117647
"205",2019-07-19,"15:15:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","2",17,"PC","N",NA,NA,"Fresh","N",34,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",37,2.17647058823529,2,0.176470588235294
"206",2019-07-21,"18:20:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","2",17,"S","N",NA,NA,"Fresh","N",146,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",148,8.70588235294118,8.58823529411765,0.117647058823529
"207",2019-07-23,"15:45:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","2",17,"OC","N",NA,NA,"Fresh","N",37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",38,2.23529411764706,2.17647058823529,0.0588235294117647
"208",2019-07-24,"16:15:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","1",8.5,"PC","N",NA,NA,"Fresh","N",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",3,0.352941176470588,0.352941176470588,0
"209",2019-07-26,"16:30:00","LOF","Tamara Gage","Y","21:00:00","05:30:00","2",17,"S","N",NA,NA,"Fresh","N",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",8,0.470588235294118,0.411764705882353,0.0588235294117647
"210",2019-07-27,"14:30:00","LOF","Tamara Gage","Y","21:00:00","05:30:00","1",8.5,"OC","N",NA,NA,"Fresh","N",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",1,0.117647058823529,0.117647058823529,0
"211",2019-07-29,"16:15:00","LOF","Tamara Gage","Y","21:00:00","05:30:00","2",17,"S","N",NA,NA,"Fresh","N",7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",9,0.529411764705882,0.411764705882353,0.117647058823529
"212",2019-07-31,"07:15:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","2",17,"PC","N",NA,NA,"Fresh","N",15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",16,0.941176470588235,0.882352941176471,0.0588235294117647
"213",2019-08-02,"08:15:00","LOF","Tamara Gage","Y","21:00:00","05:30:00","2",17,"OC","N",NA,NA,"Fresh","N",63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",63,3.70588235294118,3.70588235294118,0
"214",2019-08-03,"08:15:00","LOF","Tamara Gage","Y","21:00:00","05:30:00","1",8.5,"S","N",NA,NA,"Fresh","N",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",6,0.705882352941177,0.705882352941177,0
"215",2019-08-05,"17:45:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","2",17,"S","N",NA,NA,"Fresh","N",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",6,0.352941176470588,0.352941176470588,0
"216",2019-08-07,"16:30:00","LOF","Jason Haveman","Y","21:00:00","05:30:00","2",17,"S","N",NA,NA,"Fresh","N",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",5,0.294117647058824,0.294117647058824,0
"217",2019-08-09,"11:30:00","LOF","Jason Haveman","Y","20:30:00","06:00:00","2",19,"OC","N",NA,NA,"Fresh","N",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",3,0.157894736842105,0.157894736842105,0
"218",2019-08-11,"17:00:00","LOF","Jason Haveman","Y","20:30:00","06:00:00","2",19,"OC","N",NA,NA,"Fresh","N",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",2,0.105263157894737,0.105263157894737,0
"219",2019-08-12,"16:40:00","LOF","Jason Haveman","Y","20:30:00","06:00:00","1",9.5,"PC","N",NA,NA,"Fresh","N",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",2,0.210526315789474,0.210526315789474,0
"220",2019-08-14,"16:20:00","LOF","Jason Haveman","N","20:30:00","06:00:00",NA,NA,"PC","N","Light did not turn on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",NA,NA,NA,NA
"221",2019-08-16,"16:20:00","LOF","Jason Haveman","Y","20:30:00","06:00:00","2",19,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",0,0,0,0
"222",2019-08-17,"17:20:00","LOF","Jason Haveman","Y","20:30:00","06:00:00","1",9.5,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",0,0,0,0
"223",2019-08-19,"16:20:00","LOF","Jason Haveman","N","20:30:00","06:00:00",NA,NA,"PC","N","Light did not turn on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",NA,NA,NA,NA
"224",2019-08-21,"16:40:00","LOF","Jason Haveman","N","20:30:00","06:00:00",NA,NA,"OC","N","Light did not turn on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",NA,NA,NA,NA
"225",2019-08-23,"16:20:00","LOF","Jason Haveman","N","20:30:00","06:00:00",NA,NA,"OC","N","Light did not turn on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PortGambleSklallam",NA,NA,NA,NA
"226",2019-06-28,"11:00:00","MCR","Olivia Cattau, Stuart Ryan","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","Y",3000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,NA,NA,NA,NA,NA,NA,NA,NA,"lots!","x",NA,NA,NA,"PSRF",3000,187.5,187.5,0
"227",2019-07-01,"11:00:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"S","Y",NA,NA,"Fresh","Y",3100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,NA,"PSRF",3102,193.875,193.75,0.125
"228",2019-07-03,"10:00:00","MCR","Olivia Cattau, Ryan Crim","Y","21:00:00","05:00:00","2",16,"OC","Y",NA,NA,"Fresh","Y",1890,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,NA,"PSRF",1950,121.875,118.125,3.75
"229",2019-07-05,"09:00:00","MCR","Stuart Ryan","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","Y",283,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,NA,NA,"PSRF",346,21.625,17.6875,3.9375
"230",2019-07-08,"11:00:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","Y",130,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,NA,"PSRF",141,8.8125,8.125,0.6875
"231",2019-07-10,"12:00:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"OC","Y",NA,NA,"Fresh","N",26,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,NA,"PSRF",39,2.4375,1.625,0.8125
"232",2019-07-12,"09:30:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"R","Y",NA,NA,"Fresh","N",50,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,NA,"PSRF",60,3.75,3.125,0.625
"233",2019-07-15,"10:30:00","MCR","Olivia Cattau, Stuart Ryan","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,NA,NA,NA,NA,"x","x",NA,NA,NA,"PSRF",0,0,0,0
"234",2019-07-17,"09:30:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"R","N",NA,NA,"Fresh","N",60,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,NA,"PSRF",70,4.375,3.75,0.625
"235",2019-07-19,"10:20:00","MCR","Ryan Crim","Y","21:00:00","05:00:00","2",16,"S","Y",NA,NA,"Fresh","N",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",4,0.25,0.25,0
"236",2019-07-22,"10:00:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",4,2,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,NA,"PSRF",6,0.375,0.25,0.125
"237",2019-07-29,"10:15:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,NA,NA,NA,NA,"x","x",NA,NA,"x","x",NA,NA,NA,"PSRF",10,0.625,0.375,0.25
"238",2019-07-31,"09:45:00","MCR","Olivia Cattau, Stuart Ryan","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,"x","x",NA,NA,NA,"PSRF",129,8.0625,8,0.0625
"239",2019-08-02,"09:00:00","MCR","Olivia Cattau, Ryan Crim","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","N",17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,NA,"x","x",NA,NA,NA,"PSRF",21,1.3125,1.0625,0.25
"240",2019-08-05,"08:50:00","MCR","Olivia Cattau, Katie","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",1,1,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,NA,NA,NA,"x",NA,NA,NA,"PSRF",2,0.125,0.0625,0.0625
"241",2019-08-07,"12:00:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"OC","N",NA,NA,"Fresh","N",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,"x","x",NA,NA,NA,"PSRF",6,0.375,0.375,0
"242",2019-08-09,"11:30:00","MCR","Olivia Cattau","N","21:00:00","05:00:00",NA,NA,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,NA,NA,NA
"243",2019-08-12,NA,"MCR","Olivia Cattau","N","21:00:00","05:00:00",NA,NA,NA,"N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,NA,NA,NA
"244",2019-08-14,"13:00:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x","x",NA,NA,"x",NA,NA,NA,"PSRF",11,0.6875,0.6875,0
"245",2019-08-16,"13:00:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","N",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","x",NA,NA,NA,"PSRF",5,0.3125,0.3125,0
"246",2019-08-19,"10:50:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","N",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,"x",NA,"x","x",NA,NA,NA,"PSRF",2,0.125,0.0625,0.0625
"247",2019-08-26,"10:00:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,NA,NA,"x","x",NA,NA,NA,"PSRF",0,0,0,0
"248",2019-08-28,"15:00:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,NA,NA,NA,"x",NA,NA,NA,"PSRF",0,0,0,0
"249",2019-08-30,"08:30:00","MCR","Stuart Ryan","Y","21:00:00","05:00:00","2",16,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"250",2019-09-02,NA,"MCR","Stuart Ryan","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"251",2019-09-06,"09:20:00","MCR","Olivia Cattau","Y","21:00:00","05:00:00","2",16,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x",NA,NA,NA,"PSRF",0,0,0,0
"252",2019-09-09,"14:30:00","MCR","Stuart Ryan","N","21:00:00","05:00:00",NA,NA,"R","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,NA,NA,NA
"253",2019-09-11,"09:00:00","MCR","Stuart Ryan","N","21:00:00","05:00:00",NA,NA,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,NA,NA,NA
"254",2019-09-13,"15:00:00","MCR","Stuart Ryan","Y","21:00:00","05:00:00","2",16,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"255",2019-09-16,"09:00:00","MCR","Stuart Ryan","N","20:00:00","06:00:00",NA,NA,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,NA,NA,NA
"256",2019-09-18,"12:00:00","MCR","Olivia Cattau","Y","20:00:00","06:00:00","2",20,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"257",2019-09-20,"09:00:00","MCR","Stuart Ryan","Y","20:00:00","06:00:00","2",20,"OC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"258",2019-09-23,"08:00:00","MCR","Stuart Ryan","Y","20:50:00","06:00:00","2",18.3333333333333,"PC","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"259",2019-09-25,"13:00:00","MCR","Olivia Cattau","Y","20:50:00","06:00:00","2",18.3333333333333,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"260",2019-09-27,"15:00:00","MCR","Stuart Ryan","Y","20:50:00","06:00:00","2",18.3333333333333,"S","N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"261",2019-10-04,NA,"MCR","Stuart Ryan","Y","20:50:00","06:00:00","2",18.3333333333333,NA,"N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"262",2019-10-07,NA,"MCR","Stuart Ryan","Y","20:50:00","06:00:00","2",18.3333333333333,NA,"N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"263",2019-10-09,NA,"MCR","Stuart Ryan","Y","20:50:00","06:00:00","2",18.3333333333333,NA,"N",NA,NA,"Fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSRF",0,0,0,0
"264",2019-04-18,"15:30:00","ANA","Claire Cook Sarah Grossman","Y","20:00:00","06:30:00","1",10.5,"O","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,2,0,0,0,0,0,NA,NA,"Present",NA,"Present","Present",NA,NA,"Present",NA,"Present",NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
